"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp"
0.2387252300977707,3.721863031387329,-0.5906965136528015,10.0,6.0,367.0,3.776,740319383.0,740319383.0
0.2437577247619629,3.641117572784424,-0.9778183698654175,12.0,0.0,383.0,3.778,740319424.0,740319424.0
0.2500494122505188,3.715638160705566,-0.8597629070281982,12.0,2.0,385.0,3.822,740319429.0,740319429.0
3.970862865447998,58.85216903686523,-11.46571254730225,23.0,4.0,386.0,60.09,740319434.0,740319434.0
0.2526322901248932,3.724904775619507,-0.5913223028182983,11.0,6.0,388.0,3.78,740319438.0,740319438.0
0.2561945915222168,3.636390447616577,-0.9767830967903137,13.0,0.0,403.0,3.774,740319480.0,740319480.0
0.2637060582637787,3.724462032318115,-0.8620124459266663,10.0,2.0,405.0,3.832,740319484.0,740319484.0
4.04505443572998,56.98928833007812,-11.10546493530273,22.0,4.0,406.0,58.202,740319489.0,740319489.0
0.2657736241817474,3.725970506668091,-0.5916351675987244,10.0,6.0,408.0,3.782,740319493.0,740319493.0
0.2684589028358459,3.629694223403931,-0.9752301573753357,16.0,0.0,423.0,3.768,740319535.0,740319535.0
